fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.14268019602955434,-1.4027305326025088,1.509693299179994,-0.5510239428881698,0.11651554038435653,1.8855983353719534,1.7912227647179428,0.11355786363896865,-0.09314750746863669,0.5682123354521371,0.05661326620978575,7
0.9684313441047175,-1.1792034076757438,1.509693299179994,-0.3977684438239515,-0.28423884153577256,-1.2418815394697669,-1.185720180807681,-0.7017668973812891,-1.0747403801780973,0.44777029588737516,0.8944556551304088,6
0.3786090954796011,-1.2350851889074352,0.4833938008902842,0.06199805336870346,-0.6428085516748374,-0.5577453168481405,-0.2142966933203722,-0.5554265556597326,0.5612477410043379,0.20688621675785118,1.2668300502062415,5
-0.977982076358167,1.9501763412989679,-1.1586853963732506,-0.24451294475973306,-0.4318851927695041,-0.36227782467053304,-0.809685282425497,-0.1686699382526501,1.4119615640192036,-0.5759870404131004,-0.5019483264039625,5
-0.38815982773305063,-0.6203855953588312,-0.08107092316905587,1.0581587972861222,0.3696235710707537,1.2014621127503269,1.38385162480391,0.6048432965613989,-1.0747403801780973,-0.5157660206307201,-1.2466971165556278,5
-0.32917760287053865,1.0281269509760615,-1.3126303211167072,-0.3211406942918423,-0.4740698645505704,1.4946633510167382,-0.08895172719297752,-1.5536767438319503,0.6266872658516368,-0.5157660206307201,1.2668300502062415,6
1.1453780186922518,-1.0674398452123612,1.0991734998641098,-0.3211406942918423,-0.7271778952369677,-1.0464140472921593,-1.1543839392758324,-1.0989763963398658,-0.7475427559416085,0.20688621675785118,1.5461108465131148,7
-0.21121315314551528,0.8884224978968331,-0.2863308228269978,-0.3211406942918423,-0.13659249030204068,1.6901308431943458,2.981999942928192,-0.2522929906650095,-0.42034513170512255,-0.8770921393250054,-0.5019483264039625,5
-1.1549287509457018,1.2795949665186725,-1.3639452960311926,0.29188130196503076,-0.30533117742630567,1.0059946205727195,0.19307444659366052,-1.5118652176257996,1.2810825143246085,-0.3351029612835771,0.9875492538993665,6
-0.21121315314551528,-1.1233216264440524,-0.18370087299802676,-0.627651692420279,-0.19986949797364004,0.22412465186228947,-0.026279244129280177,-0.22616078678615806,-0.1585870323159327,-0.03399786237167212,-1.0605099190177105,5
1.0863957938297404,0.6648953729700684,0.5347087758047697,1.9776917916714318,0.4961775864139525,-0.4600115707593368,0.6004455865076932,3.0926291058283226,0.03773154222595823,-0.09421888215405312,-0.036480332559172005,6
-0.5061242774580734,-0.9556762827489789,0.17550395140337144,-0.5510239428881698,-0.26314650564523945,0.12639090577348572,-0.6843403162981023,-1.3028075865949302,-0.48578465655241854,0.2671072365402322,0.8944556551304088,8
1.9121469419049035,-0.4527402516637572,1.201803449693081,0.36850905149713997,-0.17877716208310693,0.3218583979510932,0.03639323893441716,1.8905477274010405,-0.35490560685782657,2.7361690476178517,0.5220812600545762,6
0.6145379949296479,-0.2292131267369922,0.4833938008902842,-0.627651692420279,-0.11550015441150754,-1.2418815394697669,-0.997702731616589,0.1762751529482237,-0.28946608201052765,0.7488753947992801,0.42898766128561844,6
-0.7420531769081202,0.6928362635859141,-0.5429056973994251,-0.3211406942918423,-0.26314650564523945,-0.753212809025748,-0.6530040747662536,-0.3254631615258167,0.364929166462447,-0.6362080601954814,-0.6881355239418796,5
-0.918999851495655,0.9443042791285244,-0.9534254967153089,0.9432171729879586,-0.410792856878971,-0.753212809025748,-0.9350302485528916,-1.7470550525354627,0.7575663155462318,-0.8168711195426244,2.011578840357905,5
0.024715746304531494,-0.005686001810226881,-1.3639452960311926,-0.8575349410166064,-0.3475158492073716,-0.9486803012033556,-0.997702731616589,-0.3934068916108189,-0.42034513170512255,-0.09421888215405312,-0.4088547276350047,6
-0.32917760287053865,0.05019577942146445,-0.029755948254570355,-0.4743961933560607,0.05323853271275716,0.7127933823063083,3.1700173921192842,-0.1686699382526501,-0.35490560685782657,-0.3953239810659581,-0.6881355239418796,5
-0.7420531769081202,-0.17333134550530088,-0.645535647228396,-0.5510239428881698,-0.17877716208310693,-0.5577453168481405,-0.715676557829951,-0.1686699382526501,1.4119615640192036,-0.2748819415011961,-0.036480332559172005,5
0.2016624208920658,-0.8997945015172876,1.971528073410363,2.9738525355888514,-0.13659249030204068,-1.2418815394697669,-1.185720180807681,0.7773158421618648,-0.28946608201052765,-0.4555450008483391,0.5220812600545762,5
0.024715746304531494,0.3854864668116118,-0.08107092316905587,-0.24451294475973306,0.6649162735382173,-0.6554790629369442,-0.24563293485222087,-0.27319875376805586,-1.0747403801780973,-0.7566500997602434,-0.5950419251729202,5
0.2016624208920658,0.8604816072809881,-0.850795546886338,-0.704279441952388,0.11651554038435653,-1.2418815394697669,-1.0603752146802863,0.4010121063063345,-0.02770798262133778,-0.03399786237167212,-0.8277759220953154,6
-0.7420531769081202,0.8884224978968331,-1.3639452960311926,-0.4743961933560607,0.580546929976085,-1.2418815394697669,-1.1230476977439836,-0.1686699382526501,0.23405011676785206,-0.3351029612835771,-0.6881355239418796,6
-1.921697674158353,1.1678314040552897,-1.3639452960311926,-1.0107904400808247,-0.959193590032834,0.028657159684681976,0.005056997402568493,-2.1442645514940395,4.553058756689479,-0.3953239810659581,1.9184852415889475,6
-0.6830709520456087,1.2237131852869811,-1.3126303211167072,-0.24451294475973306,-0.579531544003236,-0.4600115707593368,-0.8723577654891943,-2.2278876039063986,0.4958082161570419,-1.5395233569311957,2.197766037895822,6
-0.6830709520456087,1.1398905134394441,-0.5429056973994251,-0.4743961933560607,0.28525422750862156,-0.06907658640412177,0.9764804848898773,-0.04323535963413998,-0.28946608201052765,-0.09421888215405312,-1.0605099190177105,5
-1.6857687747083063,-0.6203855953588312,0.02155902665991516,-0.3977684438239515,0.11651554038435653,0.7127933823063083,0.2870831711892065,-1.0310326662548637,3.0479496852016386,-0.09421888215405312,1.7322980440510318,7
2.14807584135495,0.9163633885126788,1.3557483744365375,0.6750200496255765,0.8758396324435485,-0.8509465551145518,-0.7783490408936483,1.3156392420662508,-0.9438613304835023,1.1102015134935654,1.6392044452820724,7
-0.8600176266331436,-0.3409766892003749,-0.9534254967153089,-0.24451294475973306,-0.4740698645505704,0.22412465186228947,-0.24563293485222087,-0.6024645226416304,-0.09314750746863669,-0.03399786237167212,-0.7812291227108373,6
-0.27019537800802723,1.2795949665186725,-1.1586853963732506,-0.16788519522762418,0.11651554038435653,-0.06907658640412177,0.25574692965735785,0.16582227139667152,-0.35490560685782657,-0.03399786237167212,-0.5950419251729202,5
-0.21121315314551528,0.3854864668116118,-1.0560554465442797,-0.704279441952388,-0.3686081850979048,-0.06907658640412177,0.4124281373166012,-0.14776417514960374,-0.09314750746863669,-1.1781972382369101,-0.9674163202487529,5
-0.6830709520456087,-0.3968584704320659,-0.3376457977414832,-0.4743961933560607,-0.19986949797364004,1.2014621127503269,0.25574692965735785,-0.5658794372112268,0.364929166462447,-0.09421888215405312,-0.036480332559172005,6
-0.5651065023205855,-0.11744956427360954,-0.44027574757045423,-0.3211406942918423,-0.3475158492073716,-0.36227782467053304,-0.5589953501707076,0.5212202441490975,1.3465220391719075,0.44777029588737516,-0.8743227214797951,6
0.3786090954796011,-1.0115580639806703,0.6886537005482263,0.8282755486897949,0.4961775864139525,-0.36227782467053304,-0.6843403162981023,-0.6233702857447347,-0.5512241813997175,0.2671072365402322,1.453017247744157,7
